geometry,building,x,y
"POLYGON ((1954324.223394173 8366994.142882403, 1954333.485175807 8366972.930809998, 1954347.511431647 8366978.915401052, 1954338.4054973 8367000.548629947, 1954324.223394173 8366994.142882403))",house,"[1954324.2233941732, 1954333.4851758073, 1954347.5114316475, 1954338.4054973004, 1954324.2233941732]","[8366994.142882403, 8366972.930809998, 8366978.915401052, 8367000.548629947, 8366994.142882403]"
"POLYGON ((1954343.036388117 8367006.821391588, 1954357.819616495 8366988.313435319, 1954375.730922563 8367001.590395646, 1954361.248256811 8367019.965393525, 1954343.036388117 8367006.821391588))",house,"[1954343.0363881174, 1954357.8196164947, 1954375.7309225635, 1954361.2482568114, 1954343.0363881174]","[8367006.821391588, 8366988.313435319, 8367001.590395646, 8367019.965393525, 8367006.821391588]"
"POLYGON ((1954362.895785275 8367022.802550473, 1954377.82372899 8367005.181163648, 1954395.434472434 8367019.810236537, 1954379.315410167 8367036.079572887, 1954362.895785275 8367022.802550473))",house,"[1954362.8957852747, 1954377.82372899, 1954395.434472434, 1954379.315410167, 1954362.8957852747]","[8367022.802550473, 8367005.181163648, 8367019.810236537, 8367036.079572887, 8367022.802550473]"
"POLYGON ((1954381.853494557 8367038.91673603, 1954398.128404111 8367022.49223638, 1954411.709381988 8367035.037802317, 1954395.735035059 8367051.307172256, 1954381.853494557 8367038.91673603))",house,"[1954381.853494557, 1954398.128404111, 1954411.7093819876, 1954395.735035059, 1954381.853494557]","[8367038.91673603, 8367022.4922363795, 8367035.037802317, 8367051.307172256, 8367038.91673603]"
"POLYGON ((1954397.972556824 8367055.186114524, 1954419.768913121 8367042.507522204, 1954431.412931859 8367063.254320987, 1954409.772422848 8367075.04633092, 1954397.972556824 8367055.186114524))",house,"[1954397.972556824, 1954419.7689131214, 1954431.4129318586, 1954409.772422848, 1954397.972556824]","[8367055.1861145245, 8367042.507522204, 8367063.254320987, 8367075.04633092, 8367055.1861145245]"
"POLYGON ((1954412.599937914 8367080.122220704, 1954440.81942883 8367074.4478638, 1954445.450319647 8367098.785565991, 1954418.722509908 8367102.221222592, 1954412.599937914 8367080.122220704))",house,"[1954412.5999379144, 1954440.8194288304, 1954445.450319647, 1954418.7225099078, 1954412.5999379144]","[8367080.122220704, 8367074.4478637995, 8367098.785565991, 8367102.221222592, 8367080.122220704]"
"POLYGON ((1954419.323635158 8367104.171789627, 1954447.387278787 8367102.9748507, 1954448.133119376 8367128.044112096, 1954429.030694755 8367128.044112096, 1954428.574284843 8367116.096858415, 1954420.069475746 8367116.096858415, 1954419.323635158 8367104.171789627))",house,"[1954419.3236351581, 1954447.387278787, 1954448.1331193757, 1954429.0306947553, 1954428.5742848434, 1954420.0694757465, 1954419.3236351581]","[8367104.171789627, 8367102.9748507, 8367128.044112096, 8367128.044112096, 8367116.096858415, 8367116.096858415, 8367104.171789627]"
"POLYGON ((1954425.59092249 8367129.396214379, 1954450.370641141 8367143.427060913, 1954440.073588242 8367159.541510011, 1954423.65396335 8367150.143257567, 1954427.984291542 8367143.870374037, 1954420.815316335 8367139.548072239, 1954425.59092249 8367129.396214379))",house,"[1954425.5909224898, 1954450.3706411407, 1954440.0735882418, 1954423.6539633498, 1954427.9842915416, 1954420.8153163346, 1954425.5909224898]","[8367129.396214379, 8367143.427060913, 8367159.541510011, 8367150.143257567, 8367143.870374037, 8367139.548072239, 8367129.396214379]"
"POLYGON ((1954415.883862893 8367150.431411354, 1954429.030694755 8367176.719950502, 1954406.032087957 8367186.716712995, 1954396.625590985 8367167.321676168, 1954408.280741671 8367161.647252179, 1954405.286247369 8367154.908879359, 1954415.883862893 8367150.431411354))",house,"[1954415.8838628926, 1954429.0306947553, 1954406.0320879575, 1954396.6255909854, 1954408.2807416713, 1954405.2862473691, 1954415.8838628926]","[8367150.431411354, 8367176.719950502, 8367186.7167129945, 8367167.321676168, 8367161.647252179, 8367154.908879359, 8367150.431411354]"
"POLYGON ((1954389.91302569 8367187.470349737, 1954365.13330704 8367185.231605512, 1954367.816106768 8367157.613094024, 1954392.45111008 8367159.696669937, 1954389.91302569 8367187.470349737))",house,"[1954389.9130256902, 1954365.1333070397, 1954367.8161067679, 1954392.4511100804, 1954389.9130256902]","[8367187.4703497365, 8367185.231605512, 8367157.613094024, 8367159.696669937, 8367187.4703497365]"
"POLYGON ((1954360.357700885 8367182.68254113, 1954336.46853816 8367178.51537691, 1954341.544706941 8367151.628357983, 1954365.879147628 8367155.374358864, 1954360.357700885 8367182.68254113))",house,"[1954360.3577008848, 1954336.4685381604, 1954341.5447069407, 1954365.879147628, 1954360.3577008848]","[8367182.68254113, 8367178.51537691, 8367151.628357983, 8367155.374358864, 8367182.68254113]"
"POLYGON ((1954333.184613182 8367176.875110788, 1954310.041291046 8367173.129098987, 1954314.516334576 8367145.665792453, 1954338.4054973 8367148.347838066, 1954333.184613182 8367176.875110788))",house,"[1954333.1846131822, 1954310.0412910462, 1954314.5163345763, 1954338.4054973004, 1954333.1846131822]","[8367176.875110788, 8367173.129098987, 8367145.665792453, 8367148.347838066, 8367176.875110788]"
"POLYGON ((1954293.465818867 8367150.431411354, 1954293.621666154 8367143.715214445, 1954307.358491318 8367143.116741751, 1954307.358491318 8367149.832938115, 1954293.465818867 8367150.431411354))",house,"[1954293.465818867, 1954293.6216661541, 1954307.358491318, 1954307.358491318, 1954293.465818867]","[8367150.431411354, 8367143.715214445, 8367143.116741751, 8367149.832938115, 8367150.431411354]"
"POLYGON ((1954189.716053448 8367076.088107142, 1954216.733293863 8367060.727464171, 1954228.232597262 8367079.834069657, 1954207.182081554 8367091.315789109, 1954200.758946934 8367079.678911412, 1954193.445256389 8367083.114559107, 1954189.716053448 8367076.088107142))",house,"[1954189.716053448, 1954216.7332938635, 1954228.2325972624, 1954207.1820815536, 1954200.7589469345, 1954193.4452563894, 1954189.716053448]","[8367076.088107142, 8367060.727464171, 8367079.834069657, 8367091.315789109, 8367079.678911412, 8367083.114559107, 8367076.088107142]"
"POLYGON ((1954207.026234266 8367094.30813206, 1954234.499884594 8367078.792292909, 1954245.843340706 8367100.869125284, 1954228.533159888 8367112.062725182, 1954224.503394321 8367104.748093623, 1954221.809462644 8367105.945032838, 1954216.2880159 8367094.751442226, 1954208.67376273 8367098.342255583, 1954207.026234266 8367094.30813206))",house,"[1954207.0262342663, 1954234.499884594, 1954245.8433407058, 1954228.533159888, 1954224.503394321, 1954221.8094626437, 1954216.2880159, 1954208.6737627299, 1954207.0262342663]","[8367094.30813206, 8367078.792292909, 8367100.869125284, 8367112.062725182, 8367104.748093623, 8367105.945032838, 8367094.751442226, 8367098.342255583, 8367094.30813206]"
"POLYGON ((1954233.152918755 8367110.887950529, 1954251.220072111 8367098.342255583, 1954269.73250343 8367131.191629274, 1954247.045591207 8367144.624006405, 1954244.051096904 8367139.99138513, 1954251.965912699 8367135.802079395, 1954233.152918755 8367110.887950529))",house,"[1954233.1529187553, 1954251.220072111, 1954269.7325034302, 1954247.0455912065, 1954244.051096904, 1954251.9659126992, 1954233.1529187553]","[8367110.887950529, 8367098.342255583, 8367131.191629274, 8367144.6240064055, 8367139.99138513, 8367135.802079395, 8367110.887950529]"
"POLYGON ((1954962.44029879 8368321.62574547, 1954983.791377124 8368290.566766541, 1954989.435275307 8368293.759118088, 1955008.871658399 8368304.755006214, 1954985.884183551 8368336.412614372, 1954962.44029879 8368321.62574547))",house,"[1954962.4402987896, 1954983.7913771237, 1954989.4352753067, 1955008.8716583995, 1954985.8841835507, 1954962.4402987896]","[8368321.62574547, 8368290.566766541, 8368293.759118088, 8368304.755006214, 8368336.412614372, 8368321.62574547]"
"POLYGON ((1954989.435275307 8368293.759118088, 1955007.680539848 8368265.050172935, 1955029.621611483 8368277.730866973, 1955010.062776951 8368305.663941245, 1954989.435275307 8368293.759118088))",house,"[1954989.4352753067, 1955007.680539848, 1955029.6216114834, 1955010.0627769507, 1954989.4352753067]","[8368293.759118088, 8368265.050172935, 8368277.730866973, 8368305.663941245, 8368293.759118088]"
"POLYGON ((1955007.680539848 8368265.050172935, 1955026.782964468 8368235.49891986, 1955031.258007998 8368238.181361803, 1955051.573815068 8368250.41862998, 1955030.823861984 8368278.927996559, 1955007.680539848 8368265.050172935))",house,"[1955007.680539848, 1955026.7829644675, 1955031.2580079976, 1955051.5738150678, 1955030.8238619836, 1955007.680539848]","[8368265.050172935, 8368235.49891986, 8368238.181361803, 8368250.41862998, 8368278.927996559, 8368265.050172935]"
"POLYGON ((1955031.258007998 8368238.181361803, 1955052.319655656 8368204.285121707, 1955076.954658968 8368218.628377614, 1955054.111899458 8368252.3695007, 1955031.258007998 8368238.181361803))",house,"[1955031.2580079976, 1955052.3196556559, 1955076.9546589684, 1955054.1118994579, 1955031.2580079976]","[8368238.181361803, 8368204.285121707, 8368218.628377614, 8368252.3695007, 8368238.181361803]"
"POLYGON ((1955150.102696369 8368172.938443165, 1955152.039655508 8368149.639124138, 1955194.886527515 8368153.673824927, 1955191.012609235 8368178.303282523, 1955150.102696369 8368172.938443165))",house,"[1955150.1026963687, 1955152.0396555082, 1955194.8865275148, 1955191.0126092355, 1955150.1026963687]","[8368172.938443165, 8368149.639124138, 8368153.673824927, 8368178.303282523, 8368172.938443165]"
"POLYGON ((1955194.441249551 8368180.09895276, 1955198.025737155 8368154.117198775, 1955229.228590424 8368157.99672107, 1955225.499387483 8368183.978488733, 1955194.441249551 8368180.09895276))",house,"[1955194.4412495515, 1955198.0257371552, 1955229.2285904242, 1955225.499387483, 1955194.4412495515]","[8368180.09895276, 8368154.117198775, 8368157.99672107, 8368183.978488733, 8368180.09895276]"
"POLYGON ((1955245.792930654 8368187.126456561, 1955249.533265545 8368158.750457069, 1955288.940365286 8368163.827092707, 1955284.164759131 8368191.604553946, 1955245.792930654 8368187.126456561))",house,"[1955245.7929306545, 1955249.533265545, 1955288.940365286, 1955284.164759131, 1955245.7929306545]","[8368187.126456561, 8368158.750457069, 8368163.827092707, 8368191.604553946, 8368187.126456561]"
"POLYGON ((1955284.164759131 8368191.604553946, 1955316.859293577 8368195.617108874, 1955320.889059144 8368168.615538258, 1955288.940365286 8368163.827092707, 1955284.164759131 8368191.604553946))",house,"[1955284.164759131, 1955316.859293577, 1955320.8890591438, 1955288.940365286, 1955284.164759131]","[8368191.604553946, 8368195.617108874, 8368168.615538258, 8368163.827092707, 8368191.604553946]"
"POLYGON ((1955137.111711793 8368241.30718381, 1955140.095074147 8368216.234138208, 1955171.899052666 8368219.071755362, 1955169.360968276 8368244.743372644, 1955137.111711793 8368241.30718381))",house,"[1955137.1117117929, 1955140.0950741465, 1955171.899052666, 1955169.360968276, 1955137.1117117929]","[8368241.30718381, 8368216.234138208, 8368219.071755362, 8368244.743372644, 8368241.30718381]"
"POLYGON ((1955175.327692982 8368244.588189892, 1955178.466902622 8368219.670315367, 1955203.703031186 8368222.507933842, 1955201.454377472 8368247.581000771, 1955175.327692982 8368244.588189892))",house,"[1955175.3276929823, 1955178.4669026225, 1955203.7030311858, 1955201.4543774717, 1955175.3276929823]","[8368244.588189892, 8368219.670315367, 8368222.507933842, 8368247.581000771, 8368244.588189892]"
"POLYGON ((1955206.686393539 8368248.933308301, 1955210.560311819 8368224.148432519, 1955241.763165088 8368227.717626852, 1955238.189809433 8368252.657697554, 1955206.686393539 8368248.933308301))",house,"[1955206.6863935387, 1955210.5603118187, 1955241.763165088, 1955238.1898094334, 1955206.6863935387]","[8368248.9333083015, 8368224.148432519, 8368227.717626852, 8368252.657697554, 8368248.9333083015]"
"POLYGON ((1955156.3699837 8368423.737771515, 1955155.479427774 8368390.151050251, 1955187.272274344 8368389.86284803, 1955186.682281044 8368422.695804925, 1955156.3699837 8368423.737771515))",house,"[1955156.3699837, 1955155.4794277742, 1955187.2722743445, 1955186.6822810436, 1955156.3699837]","[8368423.737771515, 8368390.151050251, 8368389.86284803, 8368422.695804925, 8368423.737771515]"
"POLYGON ((1955157.271671576 8368387.025165167, 1955156.225268362 8368351.931099375, 1955185.190599867 8368350.889142931, 1955185.335315204 8368387.025165167, 1955157.271671576 8368387.025165167))",house,"[1955157.271671576, 1955156.2252683623, 1955185.1905998667, 1955185.3353152045, 1955157.271671576]","[8368387.025165167, 8368351.931099375, 8368350.889142931, 8368387.025165167, 8368387.025165167]"
"POLYGON ((1955175.182977644 8368340.137047794, 1955188.318677558 8368304.755006214, 1955215.937043224 8368314.90848198, 1955201.754940097 8368349.536816701, 1955175.182977644 8368340.137047794))",house,"[1955175.1829776443, 1955188.3186775579, 1955215.9370432238, 1955201.7549400968, 1955175.1829776443]","[8368340.137047794, 8368304.755006214, 8368314.90848198, 8368349.536816701, 8368340.137047794]"
"POLYGON ((1955189.220365434 8368301.784341268, 1955202.946058648 8368266.092117254, 1955228.928027799 8368276.090356378, 1955215.491765261 8368311.028877142, 1955189.220365434 8368301.784341268))",house,"[1955189.2203654337, 1955202.9460586484, 1955228.9280277991, 1955215.4917652607, 1955189.2203654337]","[8368301.784341268, 8368266.092117254, 8368276.090356378, 8368311.028877142, 8368301.784341268]"
"POLYGON ((1955242.965415588 8368349.536816701, 1955252.817190523 8368324.773772049, 1955278.342749763 8368333.419767445, 1955267.589286952 8368358.360195589, 1955242.965415588 8368349.536816701))",house,"[1955242.965415588, 1955252.8171905235, 1955278.3427497626, 1955267.5892869518, 1955242.965415588]","[8368349.536816701, 8368324.773772049, 8368333.419767445, 8368358.360195589, 8368349.536816701]"
"POLYGON ((1955255.054712289 8368320.14040945, 1955264.761771885 8368295.044926735, 1955288.795649948 8368303.713056434, 1955279.088590351 8368328.653384111, 1955255.054712289 8368320.14040945))",house,"[1955255.0547122885, 1955264.7617718854, 1955288.7956499478, 1955279.0885903507, 1955255.0547122885]","[8368320.14040945, 8368295.044926735, 8368303.713056434, 8368328.653384111, 8368320.14040945]"
"POLYGON ((1955267.745134239 8368288.638054814, 1955277.8974718 8368261.769157751, 1955301.931349862 8368270.282065038, 1955291.333734338 8368298.192941967, 1955267.745134239 8368288.638054814))",house,"[1955267.7451342389, 1955277.8974717995, 1955301.9313498617, 1955291.333734338, 1955267.7451342389]","[8368288.638054814, 8368261.7691577505, 8368270.282065038, 8368298.192941967, 8368288.638054814]"
"POLYGON ((1955231.165549564 8368378.667308701, 1955239.581303068 8368354.391890709, 1955265.8081751 8368363.281783368, 1955255.945268215 8368387.756755177, 1955231.165549564 8368378.667308701))",house,"[1955231.1655495642, 1955239.5813030682, 1955265.8081750995, 1955255.9452682151, 1955231.1655495642]","[8368378.667308701, 8368354.391890709, 8368363.2817833675, 8368387.756755177, 8368378.667308701]"
"POLYGON ((1955218.920405577 8368409.571472409, 1955228.482749836 8368383.877112018, 1955254.008309075 8368392.833548446, 1955244.15653414 8368418.372753631, 1955218.920405577 8368409.571472409))",house,"[1955218.920405577, 1955228.482749836, 1955254.0083090751, 1955244.15653414, 1955218.920405577]","[8368409.571472409, 8368383.877112018, 8368392.833548446, 8368418.372753631, 8368409.571472409]"
"POLYGON ((1955069.930399099 8368341.33418751, 1955049.336293303 8368328.054815261, 1955067.091752084 8368301.318789409, 1955088.598677706 8368314.620282695, 1955069.930399099 8368341.33418751))",house,"[1955069.9303990991, 1955049.3362933027, 1955067.091752084, 1955088.5986777055, 1955069.9303990991]","[8368341.33418751, 8368328.054815261, 8368301.318789409, 8368314.620282695, 8368341.33418751]"
